I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
68, 165, 97, -117, -14, 131, -302, -614, -351, -185, 771, 244, 
68, 165, 97, -117, -14, 131, -302, -614, -351, -185, 771, 244, 
68, 165, 97, -117, -14, 131, -302, -614, -351, -185, 771, 244, 
68, 165, 97, -117, -14, 131, -302, -614, -351, -185, 771, 244, 
58, 175, 117, -117, -29, 146, -312, -600, -351, -180, 780, 248, 
58, 175, 117, -117, -29, 146, -312, -585, -351, -175, 780, 253, 
58, 175, 117, -117, -29, 146, -312, -570, -351, -170, 780, 258, 
58, 175, 117, -117, -29, 146, -312, -556, -351, -165, 780, 263, 
48, 175, 126, -112, -39, 151, -297, -561, -346, -161, 790, 268, 
48, 175, 126, -112, -39, 151, -292, -566, -341, -156, 790, 273, 
48, 175, 126, -112, -39, 151, -287, -570, -336, -151, 790, 278, 
48, 175, 126, -112, -39, 151, -283, -575, -331, -146, 790, 283, 
48, 165, 117, -107, -34, 141, -287, -566, -341, -156, 780, 283, 
48, 165, 117, -107, -34, 141, -292, -566, -341, -156, 780, 283, 
48, 165, 117, -107, -34, 141, -297, -566, -341, -156, 780, 283, 
48, 165, 117, -107, -34, 141, -302, -566, -341, -156, 780, 283, 
48, 156, 107, -102, -29, 131, -312, -575, -341, -156, 780, 283, 
48, 156, 107, -102, -29, 131, -312, -575, -341, -156, 780, 283, 
48, 156, 107, -102, -29, 131, -312, -575, -341, -156, 780, 283, 
48, 156, 107, -102, -29, 131, -312, -575, -341, -156, 780, 283, 
48, 156, 107, -102, -29, 131, -302, -575, -351, -156, 775, 292, 
48, 156, 107, -102, -29, 131, -302, -575, -351, -156, 771, 292, 
48, 156, 107, -102, -29, 131, -302, -575, -351, -156, 766, 292, 
48, 156, 107, -102, -29, 131, -302, -575, -351, -156, 761, 292, 
48, 156, 107, -102, -29, 131, -292, -580, -361, -156, 761, 292, 
48, 156, 107, -102, -29, 131, -292, -585, -361, -156, 761, 292, 
48, 156, 107, -102, -29, 131, -292, -590, -361, -156, 761, 292, 
48, 156, 107, -102, -29, 131, -292, -595, -361, -156, 761, 292, 
39, 146, 107, -92, -34, 126, -283, -585, -351, -156, 771, 302, 
39, 146, 107, -92, -34, 126, -283, -585, -351, -156, 771, 302, 
39, 146, 107, -92, -34, 126, -283, -585, -351, -156, 771, 302, 
39, 146, 107, -92, -34, 126, -283, -585, -351, -156, 771, 302, 
43, 156, 112, -100, -34, 134, -292, -575, -341, -156, 761, 302, 
48, 156, 107, -102, -29, 131, -292, -575, -341, -156, 761, 302, 
53, 156, 102, -104, -24, 129, -292, -575, -341, -156, 761, 302, 
58, 156, 97, -107, -19, 126, -292, -575, -341, -156, 761, 302, 
48, 146, 97, -97, -24, 122, -292, -575, -351, -146, 756, 292, 
48, 146, 97, -97, -24, 122, -292, -575, -351, -146, 751, 292, 
48, 146, 97, -97, -24, 122, -292, -575, -351, -146, 746, 292, 
48, 146, 97, -97, -24, 122, -292, -575, -351, -146, 741, 292, 
48, 136, 87, -92, -19, 112, -287, -575, -341, -136, 751, 307, 
48, 126, 78, -87, -14, 102, -283, -575, -341, -136, 751, 312, 
48, 117, 68, -82, -9, 92, -278, -575, -341, -136, 751, 317, 
48, 107, 58, -78, -4, 82, -273, -575, -341, -136, 751, 322, 
58, 107, 48, -82, 4, 78, -273, -585, -341, -136, 756, 331, 
58, 107, 48, -82, 4, 78, -273, -585, -341, -136, 761, 331, 
58, 107, 48, -82, 4, 78, -273, -585, -341, -136, 766, 331, 
58, 107, 48, -82, 4, 78, -273, -585, -341, -136, 771, 331, 
48, 107, 58, -78, -4, 82, -278, -590, -351, -141, 761, 331, 
48, 107, 58, -78, -4, 82, -283, -595, -351, -146, 761, 331, 
48, 107, 58, -78, -4, 82, -287, -600, -351, -151, 761, 331, 
48, 107, 58, -78, -4, 82, -292, -605, -351, -156, 761, 331, 
48, 107, 58, -78, -4, 82, -287, -600, -341, -146, 761, 341, 
48, 107, 58, -78, -4, 82, -283, -595, -341, -146, 761, 341, 
48, 107, 58, -78, -4, 82, -278, -590, -341, -146, 761, 341, 
48, 107, 58, -78, -4, 82, -273, -585, -341, -146, 761, 341, 
39, 97, 58, -68, -9, 78, -283, -575, -351, -146, 761, 331, 
39, 97, 58, -68, -9, 78, -283, -575, -351, -146, 761, 331, 
39, 97, 58, -68, -9, 78, -283, -575, -351, -146, 761, 331, 
39, 97, 58, -68, -9, 78, -283, -575, -351, -146, 761, 331, 
39, 87, 48, -63, -4, 68, -273, -590, -356, -151, 746, 322, 
39, 87, 48, -63, -4, 68, -273, -595, -361, -156, 741, 322, 
39, 87, 48, -63, -4, 68, -273, -600, -366, -161, 736, 322, 
39, 87, 48, -63, -4, 68, -273, -605, -370, -165, 732, 322, 
48, 87, 39, -68, 4, 63, -263, -605, -366, -156, 732, 322, 
48, 87, 39, -68, 4, 63, -263, -605, -361, -156, 732, 322, 
48, 87, 39, -68, 4, 63, -263, -605, -356, -156, 732, 322, 
48, 87, 39, -68, 4, 63, -263, -605, -351, -156, 732, 322, 
39, 87, 48, -63, -4, 68, -268, -585, -346, -141, 746, 336, 
39, 87, 48, -63, -4, 68, -273, -575, -341, -136, 751, 341, 
39, 87, 48, -63, -4, 68, -278, -566, -336, -131, 756, 346, 
39, 87, 48, -63, -4, 68, -283, -556, -331, -126, 761, 351, 
48, 73, 24, -61, 12, 48, -292, -566, -331, -126, 761, 361, 
48, 68, 19, -58, 14, 43, -292, -566, -331, -126, 761, 361, 
48, 63, 14, -56, 17, 39, -292, -566, -331, -126, 761, 361, 
48, 58, 9, -53, 19, 34, -292, -566, -331, -126, 761, 361, 
48, 58, 9, -53, 19, 34, -278, -570, -331, -131, 746, 351, 
48, 58, 9, -53, 19, 34, -273, -575, -331, -136, 741, 351, 
48, 58, 9, -53, 19, 34, -268, -580, -331, -141, 736, 351, 
48, 58, 9, -53, 19, 34, -263, -585, -331, -146, 732, 351, 
39, 58, 19, -48, 9, 39, -263, -575, -326, -141, 746, 361, 
39, 58, 19, -48, 9, 39, -263, -575, -322, -136, 751, 361, 
39, 58, 19, -48, 9, 39, -263, -575, -317, -131, 756, 361, 
39, 58, 19, -48, 9, 39, -263, -575, -312, -126, 761, 361, 
39, 48, 9, -43, 14, 29, -268, -585, -317, -122, 751, 351, 
39, 48, 9, -43, 14, 29, -273, -585, -322, -117, 751, 351, 
