I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-29, -68, -39, 48, 4, -53, 4, -107, -78, -92, -82, -63, 
-39, -68, -29, 53, -4, -48, 9, -102, -73, -87, -73, -53, 
-39, -73, -34, 56, -2, -53, 0, -107, -73, -82, -73, -58, 
-43, -82, -39, 63, -2, -61, 9, -107, -68, -82, -73, -58, 
-48, -73, -24, 61, -12, -48, 9, -102, -73, -82, -73, -53, 
-34, -73, -39, 53, 2, -56, -4, -112, -73, -87, -78, -58, 
-39, -73, -34, 56, -2, -53, -4, -107, -78, -87, -68, -58, 
-39, -68, -29, 53, -4, -48, 4, -112, -78, -87, -78, -68, 
-39, -78, -39, 58, 0, -58, 4, -102, -73, -92, -78, -53, 
-39, -73, -34, 56, -2, -53, 0, -112, -73, -97, -78, -63, 
-29, -68, -39, 48, 4, -53, 0, -112, -73, -92, -87, -63, 
-39, -68, -29, 53, -4, -48, 4, -107, -73, -82, -82, -58, 
-34, -68, -34, 51, 0, -51, -4, -112, -78, -82, -78, -63, 
-39, -68, -29, 53, -4, -48, 4, -112, -87, -92, -78, -53, 
-34, -68, -34, 51, 0, -51, -4, -107, -82, -82, -82, -48, 
-29, -58, -29, 43, 0, -43, -9, -112, -87, -97, -78, -53, 
-34, -73, -39, 53, 2, -56, -4, -107, -78, -92, -82, -48, 
-34, -73, -39, 53, 2, -56, 0, -117, -68, -92, -82, -58, 
-34, -73, -39, 53, 2, -56, 4, -112, -78, -87, -78, -53, 
-39, -73, -34, 56, -2, -53, 0, -117, -78, -82, -78, -53, 
-39, -68, -29, 53, -4, -48, -9, -112, -78, -92, -78, -58, 
-34, -73, -39, 53, 2, -56, -9, -112, -82, -82, -73, -58, 
-39, -68, -29, 53, -4, -48, -14, -112, -87, -78, -58, -58, 
-43, -68, -24, 56, -9, -46, -4, -112, -87, -82, -68, -48, 
-34, -73, -39, 53, 2, -56, -9, -117, -82, -73, -73, -53, 
-39, -73, -34, 56, -2, -53, -9, -112, -87, -82, -73, -53, 
-39, -78, -39, 58, 0, -58, -4, -107, -82, -78, -73, -48, 
-43, -78, -34, 61, -4, -56, 4, -107, -78, -73, -73, -48, 
-39, -73, -34, 56, -2, -53, 0, -117, -82, -87, -78, -43, 
-34, -73, -39, 53, 2, -56, -4, -122, -92, -92, -78, -53, 
-34, -78, -43, 56, 4, -61, -4, -117, -82, -92, -73, -48, 
-34, -73, -39, 53, 2, -56, 0, -107, -82, -82, -68, -58, 
-39, -73, -34, 56, -2, -53, -9, -107, -87, -87, -73, -58, 
-39, -73, -34, 56, -2, -53, 0, -117, -87, -87, -73, -53, 
-34, -78, -43, 56, 4, -61, -9, -117, -82, -87, -73, -53, 
-39, -63, -24, 51, -7, -43, 0, -112, -87, -87, -68, -48, 
-34, -68, -34, 51, 0, -51, -4, -117, -87, -82, -63, -48, 
-39, -73, -34, 56, -2, -53, -4, -122, -82, -87, -78, -53, 
-39, -68, -29, 53, -4, -48, -4, -122, -87, -87, -73, -53, 
-34, -78, -43, 56, 4, -61, -4, -112, -87, -92, -68, -48, 
-29, -68, -39, 48, 4, -53, -4, -112, -82, -87, -78, -48, 
-39, -73, -34, 56, -2, -53, -9, -117, -87, -87, -68, -58, 
-39, -68, -29, 53, -4, -48, 0, -107, -87, -87, -68, -53, 
-39, -78, -39, 58, 0, -58, 9, -102, -73, -78, -63, -43, 
-29, -73, -43, 51, 7, -58, -4, -107, -82, -82, -68, -48, 
-29, -63, -34, 46, 2, -48, 0, -112, -87, -92, -73, -53, 
-34, -73, -39, 53, 2, -56, 4, -112, -82, -78, -58, -58, 
-34, -68, -34, 51, 0, -51, 4, -112, -82, -78, -73, -53, 
-29, -63, -34, 46, 2, -48, 0, -112, -82, -92, -73, -58, 
-29, -68, -39, 48, 4, -53, 0, -117, -82, -87, -68, -58, 
-29, -68, -39, 48, 4, -53, 0, -117, -87, -92, -68, -53, 
-29, -78, -48, 53, 9, -63, 4, -117, -82, -87, -68, -58, 
-34, -73, -39, 53, 2, -56, -9, -112, -87, -78, -68, -58, 
-34, -73, -39, 53, 2, -56, 0, -107, -82, -82, -63, -48, 
-34, -78, -43, 56, 4, -61, -9, -117, -78, -82, -63, -48, 
-29, -68, -39, 48, 4, -53, -9, -122, -97, -87, -73, -53, 
-34, -73, -39, 53, 2, -56, -4, -112, -92, -82, -58, -48, 
-34, -73, -39, 53, 2, -56, -4, -112, -82, -82, -58, -43, 
-43, -78, -34, 61, -4, -56, 0, -107, -82, -82, -63, -43, 
